,,,,,UKCP09,,,UKCP18,,,Difference,,
2020-2049,precip,dmean,oct,London,-15.112446,0.6709655,19.427086,-31.413052,-5.81948,24.331377,-16.300606,-6.4904455,4.904291
2020-2049,precip,dmean,oct,North East England,-14.509513,0.47756204,18.144764,-22.097141,0.53371155,25.637285,-7.587628,0.05614951,7.492521
2020-2049,precip,dmean,oct,North West England,-9.130328,4.4185987,20.094156,-24.983343,-1.5275123,24.010942,-15.853015,-5.946111,3.916786
2020-2049,precip,dmean,oct,Northern Ireland,-8.838854,4.279436,19.387362,-25.143776,-2.70731,22.176977,-16.304922,-6.986746,2.789615
2020-2049,precip,dmean,oct,Northern Scotland,-9.377694,7.7120275,28.624596,-12.821486,4.2859883,22.460274,-3.443792,-3.4260392,-6.164322
2020-2049,precip,dmean,oct,South East England,-14.940915,0.7512321,19.362648,-29.844625,-5.132052,23.593752,-14.90371,-5.8832841,4.231104
2020-2049,precip,dmean,oct,South West England,-14.360571,0.70653707,18.449928,-25.622862,-2.398769,25.489498,-11.262291,-3.10530607,7.03957
2020-2049,precip,dmean,oct,Wales,-8.693767,3.4814076,17.390999,-17.942524,3.9173534,30.22767,-9.248757,0.4359458,12.836671
2020-2049,precip,dmean,oct,West Midlands,-12.717025,1.2080449,17.397715,-21.084682,1.1680665,26.67385,-8.367657,-0.0399784,9.276135
2020-2049,precip,dmean,oct,Western Scotland,-8.759829,7.9789705,28.442133,-16.028229,3.0188718,22.925793,-7.2684,-4.9600987,-5.51634
2020-2049,precip,dmean,oct,Yorkshire and Humberside,-13.381464,1.0800345,18.023382,-15.142784,2.2629454,22.264809,-1.76132,1.1829109,4.241427
2030-2059,temp,dmax,oct,Channel Islands,0.8756131,1.9216002,3.1084187,0.29394656,2.0277874,3.8528428,-0.58166654,0.1061872,0.7444241
2030-2059,temp,dmax,oct,East Midlands,0.91995525,2.0710485,3.5075517,0.16740929,1.8192463,3.6058433,-0.75254596,-0.2518022,0.0982916
2030-2059,temp,dmax,oct,East of England,0.94836617,2.1229224,3.6115632,0.20144163,1.8803153,3.695539,-0.74692454,-0.2426071,0.0839758
2030-2059,temp,dmax,oct,Eastern Scotland,0.72127855,1.7889007,3.0984364,-0.10821717,1.5165353,3.1960363,-0.82949572,-0.2723654,0.0975999
2030-2059,temp,dmax,oct,Isle of Man,0.76447386,1.7116885,2.784339,0.1807778,1.6998472,3.2991939,-0.58369606,-0.0118413,0.5148549
2030-2059,temp,dmax,oct,London,0.9945756,2.1977682,3.72711,0.22181822,2.0053265,3.934712,-0.77275738,-0.1924417,0.207602
2030-2059,temp,dmax,oct,North East England,0.8264896,1.8621347,3.0300574,0.13038586,1.8738505,3.6966922,-0.69610374,0.0117158,0.6666348
2030-2059,temp,dmax,oct,North West England,0.82935125,1.8743033,3.0297685,0.07444255,1.8535419,3.7229908,-0.7549087,-0.0207614,0.6932223
2030-2059,temp,dmax,oct,Northern Ireland,0.9115877,1.7779202,2.9392042,0.19440216,1.7891947,3.4742908,-0.71718554,0.0112745,0.5350866
2030-2059,temp,dmax,oct,Northern Scotland,0.65561265,1.6719443,2.8925035,-0.049799576,1.4095858,2.9174066,-0.705412226,-0.2623585,0.0249031
2030-2059,temp,dmax,oct,South East England,0.97435325,2.1530833,3.6470718,0.2143093,1.9986492,3.9312508,-0.76004395,-0.1544341,0.284179
2030-2059,temp,dmax,oct,South West England,0.87978405,1.9792182,3.215874,0.20910804,2.1254017,4.1661716,-0.67067601,0.1461835,0.9502976
2030-2059,temp,dmax,oct,Wales,0.82392055,1.8751903,3.024094,0.17499076,1.9071397,3.7574658,-0.64892979,0.0319494,0.7333718
2030-2059,temp,dmax,oct,West Midlands,0.87556493,1.9761972,3.2062387,0.14317362,2.0226052,4.0207157,-0.73239131,0.046408,0.814477
2030-2059,temp,dmax,oct,Western Scotland,0.76447016,1.7478474,2.8450646,0.19175744,1.7847439,3.4588263,-0.57271272,0.0368965,0.6137617
2030-2059,temp,dmax,oct,Yorkshire and Humberside,0.875757,1.9643,3.3172915,0.18579358,1.6970661,3.3221843,-0.68996342,-0.2672339,0.0048928
2030-2059,temp,dmean,oct,Channel Islands,1.2325325,2.1763983,3.255273,0.48647413,1.7720597,3.2141457,-0.74605837,-0.4043386,-0.0411273
2030-2059,temp,dmean,oct,East Midlands,1.210901,2.2178524,3.345238,0.5201746,1.8605956,3.3806846,-0.6907264,-0.3572568,0.0354466
2030-2059,temp,dmean,oct,East of England,1.2429459,2.2624433,3.4063914,0.5418669,1.9057211,3.456577,-0.701079,-0.3567222,0.0501856
2030-2059,temp,dmean,oct,Eastern Scotland,0.7121275,1.9121583,3.2456167,0.4248836,1.5875314,2.8764832,-0.2872439,-0.3246269,-0.3691335
2030-2059,temp,dmean,oct,Isle of Man,1.0270575,1.941668,2.9577367,0.5351445,1.6474326,2.8538456,-0.491913,-0.2942354,-0.1038911
2030-2059,temp,dmean,oct,London,1.2707828,2.314962,3.4862633,0.54732114,1.9944047,3.6301908,-0.72346166,-0.3205573,0.1439275
2030-2059,temp,dmean,oct,North East England,1.1155034,2.111005,3.216587,0.55286855,1.7909995,3.1334531,-0.56263485,-0.3200055,-0.0831339
2030-2059,temp,dmean,oct,North West England,1.1296129,2.1315858,3.2453718,0.5214711,1.7901201,3.1587386,-0.6081418,-0.3414657,-0.0866332
2030-2059,temp,dmean,oct,Northern Ireland,1.1166087,1.9039012,2.808253,0.55808794,1.7226882,2.988016,-0.55852076,-0.181213,0.179763
2030-2059,temp,dmean,oct,Northern Scotland,0.67337245,1.8060758,3.064951,0.4108201,1.4977628,2.6956582,-0.26255235,-0.308313,-0.3692928
2030-2059,temp,dmean,oct,South East England,1.2659492,2.3060212,3.4727404,0.5435304,2.0021372,3.6464157,-0.7224188,-0.303884,0.1736753
2030-2059,temp,dmean,oct,South West England,1.294036,2.2675276,3.3836389,0.4360323,1.8405252,3.4010925,-0.8580037,-0.4270024,0.0174536
2030-2059,temp,dmean,oct,Wales,1.2417208,2.1823204,3.2594144,0.42866424,1.7230744,3.1623204,-0.81305656,-0.459246,-0.097094
2030-2059,temp,dmean,oct,West Midlands,1.2869638,2.260696,3.3759546,0.41264316,1.782287,3.3037357,-0.87432064,-0.478409,-0.0722189
2030-2059,temp,dmean,oct,Western Scotland,1.077963,2.0383155,3.1051326,0.5499679,1.7334198,3.0217602,-0.5279951,-0.3048957,-0.0833724
2030-2059,temp,dmean,oct,Yorkshire and Humberside,1.1612369,2.1409478,3.2354217,0.5314338,1.7850485,3.2116816,-0.6298031,-0.3558993,-0.0237401
2030-2059,temp,dmin,oct,Channel Islands,0.58292353,1.7060577,2.9860337,0.1830369,1.7432327,3.2980194,-0.39988663,0.037175,0.3119857
2030-2059,temp,dmin,oct,East Midlands,0.8429709,1.9060357,3.150882,0.25260225,1.6142069,3.0085475,-0.59036865,-0.2918288,-0.1423345
2030-2059,temp,dmin,oct,East of England,0.870176,1.9324161,3.2075627,0.25578925,1.6392119,3.062181,-0.61438675,-0.2932042,-0.1453817
2030-2059,temp,dmin,oct,Eastern Scotland,0.61380017,1.8927258,3.437121,0.26617375,1.4668894,2.737535,-0.34762642,-0.4258364,-0.699586
2030-2059,temp,dmin,oct,Isle of Man,0.75796837,1.8492028,3.170426,0.38723484,1.5621293,2.7791228,-0.37073353,-0.2870735,-0.3913032
2030-2059,temp,dmin,oct,London,0.892676,1.9865576,3.266049,0.23781528,1.6818745,3.1719604,-0.65486072,-0.3046831,-0.0940886
2030-2059,temp,dmin,oct,North East England,0.80596226,1.9925065,3.4192963,0.2786134,1.5886251,2.9251077,-0.52734886,-0.4038814,-0.4941886
2030-2059,temp,dmin,oct,North West England,0.8399875,2.038636,3.495224,0.39659646,1.7009016,3.0511081,-0.44339104,-0.3377344,-0.4441159
2030-2059,temp,dmin,oct,Northern Ireland,0.6068485,1.6547295,2.846395,0.37473255,1.6233646,2.9058342,-0.23211595,-0.0313649,0.0594392
2030-2059,temp,dmin,oct,Northern Scotland,0.56774896,1.8178191,3.2970252,0.24357764,1.399059,2.6123772,-0.32417132,-0.4187601,-0.684648
2030-2059,temp,dmin,oct,South East England,0.9020441,1.976171,3.2844658,0.2331242,1.6925082,3.2004285,-0.6689199,-0.2836628,-0.0840373
2030-2059,temp,dmin,oct,South West England,0.5779209,1.792247,3.1230955,0.15004955,1.7582645,3.3806803,-0.42787135,-0.0339825,0.2575848
2030-2059,temp,dmin,oct,Wales,0.5393041,1.7324908,3.0274158,0.18324515,1.7072773,3.2360656,-0.35605895,-0.0252135,0.2086498
2030-2059,temp,dmin,oct,West Midlands,0.5719919,1.7804856,3.1202855,0.16292973,1.7304837,3.3084066,-0.40906217,-0.0500019,0.1881211
2030-2059,temp,dmin,oct,Western Scotland,0.7833149,1.9720192,3.3856304,0.37573174,1.6515478,2.9686375,-0.40758316,-0.3204714,-0.4169929
2030-2059,temp,dmin,oct,Yorkshire and Humberside,0.8031835,1.8544651,3.10073,0.28255016,1.6020403,2.9494443,-0.52063334,-0.2524248,-0.1512857
2030-2059,precip,dmean,oct,Channel Islands,-15.095762,2.586095,24.049128,-38.60563,-11.776263,22.350946,-23.509868,-14.362358,-1.698182
2030-2059,precip,dmean,oct,East Midlands,-12.40046,2.2382748,19.427738,-28.606771,-6.2203193,19.50077,-16.206311,-8.4585941,0.073032
2030-2059,precip,dmean,oct,East of England,-11.549508,2.005443,17.70148,-31.157537,-8.790027,17.439087,-19.608029,-10.79547,-0.262393
2030-2059,precip,dmean,oct,Eastern Scotland,-8.78833,4.120352,19.002575,-21.981213,-1.9743364,19.159542,-13.192883,-6.0946884,0.156967
2030-2059,precip,dmean,oct,Isle of Man,-7.9919686,6.281528,22.888687,-28.598118,-3.0214906,24.924276,-20.6061494,-9.3030186,2.035589
2030-2059,precip,dmean,oct,London,-13.086483,1.9904429,19.777443,-33.50697,-10.8233,16.695826,-20.420487,-12.8137429,-3.081617
2030-2059,precip,dmean,oct,North East England,-13.19158,1.4237734,18.601404,-27.522573,-3.58452,22.160143,-14.330993,-5.0082934,3.558739
2030-2059,precip,dmean,oct,North West England,-7.674651,5.4514303,20.565159,-31.268375,-6.452053,20.669495,-23.593724,-11.9034833,0.104336
2030-2059,precip,dmean,oct,Northern Ireland,-7.4228616,5.2788987,19.839758,-30.108004,-5.5930533,21.68983,-22.6851424,-10.871952,1.850072
2030-2059,precip,dmean,oct,Northern Scotland,-9.935452,9.585957,34.235424,-16.810541,3.0470057,23.721676,-6.875089,-6.5389513,-10.513748
2030-2059,precip,dmean,oct,South East England,-12.557442,2.2243114,19.573618,-33.299038,-10.409933,16.164331,-20.741596,-12.6342444,-3.409287
2030-2059,precip,dmean,oct,South West England,-12.119446,2.0918028,18.670492,-32.195538,-9.481763,17.784124,-20.076092,-11.5735658,-0.886368
2030-2059,precip,dmean,oct,Wales,-7.5899925,4.2922072,17.826794,-25.914927,-3.3081765,24.525244,-18.3249345,-7.6003837,6.69845
2030-2059,precip,dmean,oct,West Midlands,-12.260239,2.3552465,19.495123,-28.304716,-4.9573874,21.133318,-16.044477,-7.3126339,1.638195
2030-2059,precip,dmean,oct,Western Scotland,-9.458028,9.924795,34.40605,-21.289291,0.17456292,21.711962,-11.831263,-9.75023208,-12.694088
2030-2059,precip,dmean,oct,Yorkshire and Humberside,-12.913171,2.1051052,19.836443,-21.129725,-3.704827,16.607927,-8.216554,-5.8099322,-3.228516
2040-2069,temp,dmax,oct,Channel Islands,1.0389013,2.2467694,3.6321726,0.57047486,2.5625355,4.655828,-0.46842644,0.3157661,1.0236554
2040-2069,temp,dmax,oct,East Midlands,1.1033851,2.4268765,4.0920405,0.55210817,2.4313712,4.4977703,-0.55127693,0.0044947,0.4057298
2040-2069,temp,dmax,oct,East of England,1.1411268,2.478216,4.211197,0.5580433,2.4703355,4.566476,-0.5830835,-0.0078805,0.355279
2040-2069,temp,dmax,oct,Eastern Scotland,0.85636514,2.0502307,3.5411892,0.084001735,1.9949577,3.9726515,-0.772363405,-0.055273,0.4314623
2040-2069,temp,dmax,oct,Isle of Man,0.91200256,1.988905,3.228322,0.32838058,2.1110516,3.9880888,-0.58362198,0.1221466,0.7597668
2040-2069,temp,dmax,oct,London,1.1848546,2.5651526,4.341084,0.5718217,2.6038866,4.8297453,-0.6130329,0.038734,0.4886613
2040-2069,temp,dmax,oct,North East England,0.98152816,2.1640086,3.5129821,0.4015568,2.434606,4.5476465,-0.57997136,0.2705974,1.0346644
2040-2069,temp,dmax,oct,North West England,0.98311377,2.1758084,3.5254998,0.32989103,2.4079816,4.586313,-0.65322274,0.2321732,1.0608132
2040-2069,temp,dmax,oct,Northern Ireland,1.0276079,2.0477576,3.4595163,0.35393035,2.2264593,4.1968126,-0.67367755,0.1787017,0.7372963
2040-2069,temp,dmax,oct,Northern Scotland,0.78087914,1.9211452,3.2905936,0.095986225,1.8054065,3.5695682,-0.684892915,-0.1157387,0.2789746
2040-2069,temp,dmax,oct,South East England,1.1678734,2.5199203,4.249276,0.5682097,2.5968127,4.821961,-0.5996637,0.0768924,0.572685
2040-2069,temp,dmax,oct,South West England,1.032259,2.3183646,3.7593298,0.538528,2.7607427,5.1334276,-0.493731,0.4423781,1.3740978
2040-2069,temp,dmax,oct,Wales,0.9809373,2.1947637,3.53573,0.49590752,2.500296,4.6465387,-0.48502978,0.3055323,1.1108087
2040-2069,temp,dmax,oct,West Midlands,1.0271385,2.313304,3.7464042,0.5042673,2.6860814,5.00967,-0.5228712,0.3727774,1.2632658
2040-2069,temp,dmax,oct,Western Scotland,0.9104519,2.0303955,3.2983906,0.34553227,2.197904,4.15815,-0.56491963,0.1675085,0.8597594
2040-2069,temp,dmax,oct,Yorkshire and Humberside,1.0610658,2.289742,3.880525,0.51714426,2.2287414,4.1020308,-0.54392154,-0.0610006,0.2215058
2040-2069,temp,dmean,oct,Channel Islands,1.4324132,2.5019858,3.7430894,0.7681438,2.231455,3.9065075,-0.6642694,-0.2705308,0.1634181
2040-2069,temp,dmean,oct,East Midlands,1.4176891,2.5461988,3.831139,0.8464729,2.374815,4.1587377,-0.5712162,-0.1713838,0.3275987
2040-2069,temp,dmean,oct,East of England,1.4531772,2.597461,3.9029503,0.8622555,2.4219646,4.2368884,-0.5909217,-0.1754964,0.3339381
2040-2069,temp,dmean,oct,Eastern Scotland,0.87393874,2.169442,3.6456609,0.70494,2.042023,3.5931334,-0.16899874,-0.127419,-0.0525275
2040-2069,temp,dmean,oct,Isle of Man,1.2149403,2.2193933,3.3576162,0.70830536,2.0041308,3.448999,-0.50663494,-0.2152625,0.0913828
2040-2069,temp,dmean,oct,London,1.4859855,2.657747,3.9942322,0.88221365,2.5390477,4.4524174,-0.60377185,-0.1186993,0.4581852
2040-2069,temp,dmean,oct,North East England,1.3199086,2.4129467,3.651238,0.83698636,2.2550046,3.838389,-0.48292224,-0.1579421,0.187151
2040-2069,temp,dmean,oct,North West England,1.335624,2.4364848,3.6845546,0.790413,2.2503242,3.869097,-0.545211,-0.1861606,0.1845424
2040-2069,temp,dmean,oct,Northern Ireland,1.250039,2.1744406,3.238945,0.7531236,2.1056588,3.6127522,-0.4969154,-0.0687818,0.3738072
2040-2069,temp,dmean,oct,Northern Scotland,0.8261462,2.0490863,3.4428627,0.64174974,1.892832,3.331512,-0.18439646,-0.1562543,-0.1113507
2040-2069,temp,dmean,oct,South East England,1.4803143,2.647483,3.978756,0.8874757,2.5521169,4.4737687,-0.5928386,-0.0953661,0.4950127
2040-2069,temp,dmean,oct,South West England,1.5011317,2.6068869,3.8931484,0.75196224,2.3454652,4.169661,-0.74916946,-0.2614217,0.2765126
2040-2069,temp,dmean,oct,Wales,1.4414469,2.5088725,3.7493088,0.69872874,2.168168,3.8652532,-0.74271816,-0.3407045,0.1159444
2040-2069,temp,dmean,oct,West Midlands,1.4937893,2.5989854,3.8835258,0.7203653,2.2775223,4.06479,-0.773424,-0.3214631,0.1812642
2040-2069,temp,dmean,oct,Western Scotland,1.2752247,2.329864,3.5248964,0.75322616,2.1196795,3.6393676,-0.52199854,-0.2101845,0.1144712
2040-2069,temp,dmean,oct,Yorkshire and Humberside,1.3616058,2.457846,3.7035828,0.81783617,2.2396176,3.915803,-0.54376963,-0.2182284,0.2122202
2040-2069,temp,dmin,oct,Channel Islands,0.6560368,1.9247762,3.3900743,0.3804055,2.184271,4.003339,-0.2756313,0.2594948,0.6132647
2040-2069,temp,dmin,oct,East Midlands,0.9382004,2.1379452,3.5904913,0.3954401,1.9771453,3.6247663,-0.5427603,-0.1607999,0.034275
2040-2069,temp,dmin,oct,East of England,0.9467366,2.1582243,3.6471329,0.41483617,2.0234113,3.7019567,-0.53190043,-0.134813,0.0548238
2040-2069,temp,dmin,oct,Eastern Scotland,0.66889787,2.1178823,3.9156873,0.48649648,1.8592366,3.3408394,-0.18240139,-0.2586457,-0.5748479
2040-2069,temp,dmin,oct,Isle of Man,0.83402896,2.0687783,3.5942254,0.5048322,1.8667512,3.2938182,-0.32919676,-0.2020271,-0.3004072
2040-2069,temp,dmin,oct,London,0.97734135,2.2162857,3.7117825,0.42480034,2.1063538,3.8683302,-0.55254101,-0.1099319,0.1565477
2040-2069,temp,dmin,oct,North East England,0.90595126,2.245048,3.8961277,0.40197867,1.9186141,3.504729,-0.50397259,-0.3264339,-0.3913987
2040-2069,temp,dmin,oct,North West England,0.94482017,2.2913477,3.9937954,0.5706269,2.0778074,3.6455326,-0.37419327,-0.2135403,-0.3482628
2040-2069,temp,dmin,oct,Northern Ireland,0.584826,1.8388404,3.263515,0.5100673,1.9571744,3.4614856,-0.0747587,0.118334,0.1979706
2040-2069,temp,dmin,oct,Northern Scotland,0.6366524,2.0290704,3.7143407,0.44104213,1.7660004,3.1860144,-0.19561027,-0.26307,-0.5283263
2040-2069,temp,dmin,oct,South East England,0.9786695,2.2099621,3.7249174,0.4306247,2.1288304,3.9107304,-0.5480448,-0.0811317,0.185813
2040-2069,temp,dmin,oct,South West England,0.6264118,2.0266738,3.5694833,0.32223174,2.1900153,4.0755935,-0.30418006,0.1633415,0.5061102
2040-2069,temp,dmin,oct,Wales,0.58481926,1.9581826,3.4474707,0.29370552,2.0633688,3.8485062,-0.29111374,0.1051862,0.4010355
2040-2069,temp,dmin,oct,West Midlands,0.62753195,2.0037417,3.5382123,0.2986075,2.1191347,3.9580395,-0.32892445,0.115393,0.4198272
2040-2069,temp,dmin,oct,Western Scotland,0.8923231,2.2110343,3.846232,0.5287561,2.006083,3.5386422,-0.363567,-0.2049513,-0.3075898
2040-2069,temp,dmin,oct,Yorkshire and Humberside,0.8923802,2.076304,3.521997,0.40725088,1.9399447,3.5370262,-0.48512932,-0.1363593,0.0150292
2040-2069,precip,dmean,oct,Channel Islands,-17.045681,0.31693175,21.32819,-43.854076,-15.303718,21.268635,-26.808395,-15.62064975,-0.059555
2040-2069,precip,dmean,oct,East Midlands,-13.519677,1.2714163,18.654066,-37.157013,-12.954871,14.707098,-23.637336,-14.2262873,-3.946968
2040-2069,precip,dmean,oct,East of England,-13.130802,0.24670969,15.693925,-40.9362,-15.714963,13.248997,-27.805398,-15.96167269,-2.444928
2040-2069,precip,dmean,oct,Eastern Scotland,-8.215649,4.6696796,19.521196,-26.766872,-4.5346923,19.113708,-18.551223,-9.2043719,-0.407488
2040-2069,precip,dmean,oct,Isle of Man,-7.063819,7.1268773,23.616909,-34.79415,-6.9990826,23.090824,-27.730331,-14.1259599,-0.526085
2040-2069,precip,dmean,oct,London,-14.632566,0.24356037,17.729614,-41.708256,-16.381731,14.250969,-27.07569,-16.62529137,-3.478645
2040-2069,precip,dmean,oct,North East England,-14.300221,0.17237684,17.116074,-34.869858,-8.400849,19.913094,-20.569637,-8.57322584,2.79702
2040-2069,precip,dmean,oct,North West England,-6.8716235,6.1821146,21.200151,-37.589085,-10.52159,18.78129,-30.7174615,-16.7037046,-2.418861
2040-2069,precip,dmean,oct,Northern Ireland,-6.642358,5.985799,20.451054,-34.334766,-6.115066,24.794218,-27.692408,-12.100865,4.343164
2040-2069,precip,dmean,oct,Northern Scotland,-10.728749,11.66952,40.922295,-18.889135,2.429356,25.509779,-8.160386,-9.240164,-15.412516
2040-2069,precip,dmean,oct,South East England,-14.286405,0.27350217,17.316994,-40.723347,-15.230348,14.460745,-26.436942,-15.50385017,-2.856249
2040-2069,precip,dmean,oct,South West England,-13.757929,0.2571506,16.560234,-40.520317,-14.529885,16.0938,-26.762388,-14.7870356,-0.466434
2040-2069,precip,dmean,oct,Wales,-6.969769,4.864485,18.343397,-33.65918,-10.225398,18.626635,-26.689411,-15.089883,0.283238
2040-2069,precip,dmean,oct,West Midlands,-13.446493,1.3380498,18.701305,-37.912796,-11.942052,17.030115,-24.466303,-13.2801018,-1.67119
2040-2069,precip,dmean,oct,Western Scotland,-10.383638,12.091932,41.48043,-24.208265,-1.6538547,21.473679,-13.824627,-13.7457867,-20.006751
2040-2069,precip,dmean,oct,Yorkshire and Humberside,-13.940554,1.1952488,19.068628,-26.830141,-7.5364857,14.16196,-12.889587,-8.7317345,-4.906668
2050-2079,temp,dmax,oct,Channel Islands,1.1520627,2.506113,4.077717,0.85175914,3.1241636,5.506061,-0.30030356,0.6180506,1.428344
2050-2079,temp,dmax,oct,East Midlands,1.2678494,2.7300808,4.6294928,0.6624427,2.8383949,5.2111454,-0.6054067,0.1083141,0.5816526
2050-2079,temp,dmax,oct,East of England,1.2994219,2.8019805,4.772317,0.6783703,2.8965082,5.317705,-0.6210516,0.0945277,0.545388
2050-2079,temp,dmax,oct,Eastern Scotland,0.9225298,2.2744212,3.9729543,0.21139927,2.3867586,4.6679096,-0.71113053,0.1123374,0.6949553
2050-2079,temp,dmax,oct,Isle of Man,0.9685628,2.1891599,3.6022873,0.48359534,2.5147934,4.648234,-0.48496746,0.3256335,1.0459467
2050-2079,temp,dmax,oct,London,1.3269147,2.8885803,4.902133,0.7127004,3.0642447,5.633445,-0.6142143,0.1756644,0.731312
2050-2079,temp,dmax,oct,North East England,1.0512278,2.3891659,3.930212,0.5777755,2.914961,5.32499,-0.4734523,0.5257951,1.394778
2050-2079,temp,dmax,oct,North West England,1.0476702,2.3885634,3.929574,0.52135056,2.8845417,5.3524866,-0.52631964,0.4959783,1.4229126
2050-2079,temp,dmax,oct,Northern Ireland,1.0880728,2.2550702,3.8720417,0.52597535,2.6629064,4.910188,-0.56209745,0.4078362,1.0381463
2050-2079,temp,dmax,oct,Northern Scotland,0.842208,2.1231692,3.6981668,0.22640161,2.163992,4.19521,-0.61580639,0.0408228,0.4970432
2050-2079,temp,dmax,oct,South East England,1.3233954,2.8468072,4.7944894,0.72070616,3.0611804,5.62176,-0.60268924,0.2143732,0.8272706
2050-2079,temp,dmax,oct,South West England,1.1529874,2.5816846,4.211458,0.80026186,3.329254,6.006367,-0.35272554,0.7475694,1.794909
2050-2079,temp,dmax,oct,Wales,1.0874747,2.4439096,3.9626856,0.68570113,2.9858255,5.4346232,-0.40177357,0.5419159,1.4719376
